original,simplification,original_id,simplification_id,pair_id,domain,corpus,language_level_original,language_level_simple,license,author,simple_url,complex_url,simple_title,complex_title,access_date,rater,alignment,malformed_complex,malformed_simple,duration_rating,ambiguity_original,ambiguity_simple,coherence_original,coherence_simple,grammaticality_original,grammaticality_simple,information_gain,lexical_simplicity,meaning_preservation,simplicity,simplicity_original,simplicity_simple,structural_simplicity,paragraph#,paragraph#deletion*,paragraph#insert*,paragraph#insert*examplification+,paragraph#insert*explanation+,paragraph#insert*other+,paragraph#merge*,paragraph#reorder*,paragraph#reorder*other+,paragraph#reorder*sentence-order-changed+,phrase#,phrase#deletion*,phrase#deletion*clause+,phrase#deletion*less_adjunct_phrase+,phrase#deletion*other+,phrase#deletion*phrase+,phrase#deletion*replace+,phrase#insert*,phrase#insert*clause+,phrase#insert*other+,phrase#insert*phrase+,phrase#reorder*,phrase#reorder*discontinuity_resolution+,phrase#reorder*other+,phrase#rephrase*,sentence#,sentence#lexical_substitution*,sentence#lexical_substitution*other+,sentence#lexical_substitution*verbalization+,sentence#no_operation*,sentence#reorder*,sentence#reorder*genitive_to_dative+,sentence#reorder*negative_to_positive+,sentence#reorder*other+,sentence#reorder*subject-verb-reorder+,sentence#rephrase*,sentence#split*,sentence#split*adverbial_clause+,sentence#split*appositive_phrase+,sentence#split*coordinate_clause+,sentence#split*other+,sentence#split*relative_clause+,sentence#split*subordinate_clause+,sentence#verbal_changes*,sentence#verbal_changes*other+,sentence#verbal_changes*verb_mood+,sentence#verbal_changes*verb_tense+,sentence#verbal_changes*voice_of_verb+,word#,word#deletion*,word#deletion*abbreviations+,word#deletion*discourse_markers+,word#deletion*filler_words+,word#deletion*other+,word#inflection*,word#insert*,word#insert*ellipsis_filled+,word#insert*other+,word#lexical_substitution*,word#lexical_substitution*abbreviation+,word#lexical_substitution*anaphora+,word#lexical_substitution*compound_segmentation+,word#lexical_substitution*date+,word#lexical_substitution*hypernym+,word#lexical_substitution*hyponym+,word#lexical_substitution*metaphor_resolution+,word#lexical_substitution*more_frequent_word+,word#lexical_substitution*nominalization+,word#lexical_substitution*number+,word#lexical_substitution*other+,word#lexical_substitution*shorter_word+,word#lexical_substitution*synonym+
"dann kopfte sie das, was sie gesammelt hatte, aus - und es ergab ungefähr ein Efa Gerste.",Rut sammelt mehr als 10 Kilo.,39-1-2-14,39-0-18-2,39,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,"https://offene-bibel.de/wiki/Rut_2,9-18_in_Leichter_Sprache",https://offene-bibel.de/wiki/Rut_2,"Rut_2,9-18_in_Leichter_Sprache",Rut_2,2021-01-08,2,1:1,0,0,0 days 00:01:15.862992,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"“Da warf sie sich auf ihr Gesicht und neigte sich erdenwärts und sagte zu ihm: „Warum nur habe ich Gefallen in deinen Augen gefunden, so dass du mich wohlgefällig ansiehst, obwohl ich Ausländerin bin? “ Boas anwortete und sagte zu ihr: „Berichtet berichtet wurde mir alles, was du für deine Schwiegermutter nach dem Tod deines Mannes getan hast: dass du deinen Vater und deine Mutter und das Land deiner Geburt verlassen hast und zu einem Volk gegangen bist, das du vorher nicht kanntest.",Rut wirft sich zu Boden. Rut sagt zu Boas: Warum bist du gut zu mir? Ich bin Ausländerin. Boas antwortet: Du bist gut zu Noomi. Der Mann von Noomi ist gestorben. Der Sohn von Noomi ist gestorben. Der Sohn war dein Mann. Du bist bei Noomi geblieben. Du hast deine Heimat verlassen. Du bist mit Noomi zu uns gekommen.,39-1-2-5,39-0-3-0|39-0-3-1|39-0-3-2|39-0-5-0|39-0-5-1|39-0-5-2|39-0-5-3|39-0-5-4|39-0-5-5|39-0-5-6,39,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,"https://offene-bibel.de/wiki/Rut_2,9-18_in_Leichter_Sprache",https://offene-bibel.de/wiki/Rut_2,"Rut_2,9-18_in_Leichter_Sprache",Rut_2,2021-01-08,2,1:10,0,0,0 days 00:03:44.002390,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Iss vom Brot und tunke deinen Brocken in den Essig! “ - Also setzte sich sich an die Seite der Schnitter, er reichte ihr Röstkorn, sie aß, wurde satt und lies übrig.",Du kannst mit mir essen. Rut setzte sich zu den Arbeitern. Boas gibt ihr geröstete Körner. Rut isst. Rut wird satt. Es bleibt noch was übrig.,39-1-2-9,39-0-10-1|39-0-11-2|39-0-11-3|39-0-11-4|39-0-11-5|39-0-11-6,39,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,"https://offene-bibel.de/wiki/Rut_2,9-18_in_Leichter_Sprache",https://offene-bibel.de/wiki/Rut_2,"Rut_2,9-18_in_Leichter_Sprache",Rut_2,2021-01-08,2,1:6,0,0,0 days 00:03:23.083394,1.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ihr seid heute Zeugen! “ Und das ganze Volk, das im Tor war, antwortete, und die Ältesten: „Wir sind Zeugen!",Ihr seid meine Zeugen! Alle rufen: Wir sind Zeugen!,43-1-0-20,43-0-1-7|43-0-3-0|43-0-4-0,43,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,"https://offene-bibel.de/wiki/Rut_4,9-17a_in_Leichter_Sprache",https://offene-bibel.de/wiki/Rut_4,"Rut_4,9-17a_in_Leichter_Sprache",Rut_4,2021-01-08,2,1:3,0,0,0 days 00:00:13.277700,1.0,1.0,1.0,1.0,2.0,2.0,-1.0,1.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Digitalisierung bedeutet unter anderem, dass Computer und Gegenstände miteinander kommunizieren.","Ein wichtiges Thema der Digitalisierung ist, dass Computer und Gegenstände miteinander kommunizieren.",69-1-0-0,69-0-0-0,69,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-digitalisierung2-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-digitalisierung2-b/,Wie verändert die Digitalisierung unsere Zukunft?,Wie verändert die Digitalisierung unsere Zukunft?,2021-03-29,2,1:1,0,0,,1.0,1.0,5.0,5.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Das betrifft vor allem Roboter, die dank KI intelligent handeln und lernen.","Es bedeutet, dass die Maschinen intelligent handeln und lernen.",69-1-2-1,69-0-1-1,69,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-digitalisierung2-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-digitalisierung2-b/,Wie verändert die Digitalisierung unsere Zukunft?,Wie verändert die Digitalisierung unsere Zukunft?,2021-03-29,2,1:1,0,0,,1.0,1.0,4.0,4.0,2.0,2.0,-1.0,1.0,4.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Computer untereinander sind vernetzt, aber auch Geräte wie Heizung, Kühlschrank oder Kaffeemaschine sind mit dem Smartphone über das Internet vernetzt.",Geräte wie Kühlschrank oder Kaffeemaschine sind mit dem Smartphone über das Internet vernetzt.,69-1-0-1,69-0-0-1,69,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-digitalisierung2-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-digitalisierung2-b/,Wie verändert die Digitalisierung unsere Zukunft?,Wie verändert die Digitalisierung unsere Zukunft?,2021-03-29,2,1:1,0,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nach der Roboter-Weltstatistik 2016, die von der International Federation of Robotics (IFR) veröffentlicht wurde, werden bis 2019 weltweit mehr als 1,4 Millionen neue Industrieroboter in den Fabriken installiert.","Die Roboter-Weltstatistik 2016 von der International Federation of Robotics (IFR) hat ausgerechnet: Bis 2019 werden weltweit mehr als 1,4 Millionen neue Industrieroboter in den Fabriken installiert.",69-1-3-0,69-0-1-2,69,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-digitalisierung2-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-digitalisierung2-b/,Wie verändert die Digitalisierung unsere Zukunft?,Wie verändert die Digitalisierung unsere Zukunft?,2021-03-29,2,1:1,0,0,,1.0,1.0,5.0,5.0,2.0,2.0,-1.0,0.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In der Industrie wie im Privatbereich werden Roboter als Assistenten arbeiten.,In der Industrie und im Privatbereich werden Roboter als Assistenten arbeiten.,69-1-6-0,69-0-3-0,69,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-digitalisierung2-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-digitalisierung2-b/,Wie verändert die Digitalisierung unsere Zukunft?,Wie verändert die Digitalisierung unsere Zukunft?,2021-03-29,2,1:1,0,0,,1.0,1.0,5.0,5.0,2.0,2.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Das aber nur, wenn diese ähnlich wie Menschen handeln und reagieren.","Das tun sie aber nur, wenn Roboter ähnlich wie Menschen handeln und reagieren.",69-1-5-1,69-0-2-2,69,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-digitalisierung2-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-digitalisierung2-b/,Wie verändert die Digitalisierung unsere Zukunft?,Wie verändert die Digitalisierung unsere Zukunft?,2021-03-29,2,1:1,0,0,,1.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zahlreiche Studien über die Arbeitsplätze kommen zu dem Ergebnis, dass die Hälfte der Jobs wegfällt.","Zahlreiche Studien kommen zu dem Ergebnis, dass die Hälfte der Arbeitsplätze wegfällt.",69-1-6-1,69-0-3-1,69,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-digitalisierung2-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-digitalisierung2-b/,Wie verändert die Digitalisierung unsere Zukunft?,Wie verändert die Digitalisierung unsere Zukunft?,2021-03-29,2,1:1,0,0,,1.0,1.0,5.0,5.0,2.0,2.0,1.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aber es werden auch neue Tätigkeiten geschaffen.,Aber es werden auch neue Jobs geschaffen.,69-1-6-2,69-0-3-2,69,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-digitalisierung2-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-digitalisierung2-b/,Wie verändert die Digitalisierung unsere Zukunft?,Wie verändert die Digitalisierung unsere Zukunft?,2021-03-29,2,1:1,0,0,,1.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angriffe auf das Internet könnten ganze Bereiche lahmlegen und kaum bezifferbare Schäden verursachen.,Angriffe auf das Internet schädigen die Industrie massiv.,69-1-7-2,69-0-4-2,69,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-digitalisierung2-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-digitalisierung2-b/,Wie verändert die Digitalisierung unsere Zukunft?,Wie verändert die Digitalisierung unsere Zukunft?,2021-03-29,2,1:1,0,0,,1.0,1.0,4.0,4.0,2.0,2.0,-1.0,1.0,4.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dabei gibt es insgesamt 77 Inseln an der deutschen Küste.,77 Inseln liegen an der deutschen Küste.,70-1-0-1,70-0-0-0,70,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-inseln-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-inseln-b/,Deutsche Inseln,Deutsche Inseln,2021-03-29,2,1:1,0,0,,1.0,1.0,4.0,5.0,2.0,2.0,0.0,0.0,5.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Die meisten davon liegen in der Nordsee: die Nordfriesischen Inseln und die Ostfriesischen Inseln.,Die meisten davon befinden sich in der Nordsee: die Nordfriesischen Inseln und die Ostfriesischen Inseln.,70-1-0-2,70-0-0-1,70,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-inseln-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-inseln-b/,Deutsche Inseln,Deutsche Inseln,2021-03-29,2,1:1,0,0,,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Außerdem gibt es noch die Ostseeinseln.,Außerdem gibt es noch Inseln in der Ostsee.,70-1-0-3,70-0-0-2,70,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-inseln-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-inseln-b/,Deutsche Inseln,Deutsche Inseln,2021-03-29,2,1:1,0,0,,1.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seit vielen Jahren sind aber Touristen die größte Einnahmequelle.,Seit vielen Jahren verdienen sie ihr Geld mit Touristen.,70-1-1-1,70-0-1-1,70,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-inseln-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-inseln-b/,Deutsche Inseln,Deutsche Inseln,2021-03-29,2,1:1,0,0,,1.0,1.0,3.0,3.0,2.0,2.0,-1.0,1.0,4.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylt ist die größte Nordseeinsel und hat eine interessante, schmale Form.",Sylt ist die größte Nordseeinsel und hat eine interessante Form.,70-1-2-0,70-0-2-0,70,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-inseln-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-inseln-b/,Deutsche Inseln,Deutsche Inseln,2021-03-29,2,1:1,0,0,,1.0,1.0,5.0,5.0,2.0,2.0,-1.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
